wall,cpu,seed,pinned,pumps,paused,state,phase,path,computing,waypoints,clearanceProbes,moving,speed,x,y,z,targetId,targetDist,stillFor,failure
1789507606.029,8091.790,0.000,nil,2.000,false,IDLE,ACTIVE,ARRIVED,false,0.000,0.000,false,0.000,-640.240,4.480,-218.043,0.000,-1.000,0.000,
1789507606.295,8092.056,0.000,nil,2.000,false,IDLE,ACTIVE,ARRIVED,false,0.000,0.000,false,0.000,-640.240,4.480,-218.043,0.000,-1.000,0.000,
1789507606.561,8092.323,0.000,nil,2.000,false,IDLE,ACTIVE,ARRIVED,false,0.000,0.000,false,0.000,-640.240,4.480,-218.043,0.000,-1.000,0.000,
1789507606.828,8092.590,0.000,nil,2.000,false,IDLE,ACTIVE,ARRIVED,false,0.000,0.000,false,0.000,-640.240,4.480,-218.043,0.000,-1.000,0.000,
1789507607.094,8092.856,0.000,nil,2.000,false,IDLE,ACTIVE,ARRIVED,false,0.000,0.000,false,0.000,-640.240,4.480,-218.043,0.000,-1.000,0.000,
1789507607.364,8093.126,0.000,nil,2.000,false,IDLE,ACTIVE,ARRIVED,false,0.000,0.000,false,0.000,-640.240,4.480,-218.043,0.000,-1.000,0.000,
1789507607.628,8093.389,0.000,nil,2.000,false,IDLE,ACTIVE,ARRIVED,false,0.000,0.000,false,0.000,-640.240,4.480,-218.043,0.000,-1.000,0.000,
1789507607.895,8093.656,0.000,nil,2.000,false,IDLE,ACTIVE,ARRIVED,false,0.000,0.000,false,0.000,-640.240,4.480,-218.043,0.000,-1.000,0.000,
1789507608.162,8093.923,0.000,nil,2.000,false,IDLE,ACTIVE,ARRIVED,false,0.000,0.000,false,0.000,-640.240,4.480,-218.043,0.000,-1.000,0.000,
1789507608.428,8094.189,0.000,nil,2.000,false,IDLE,ACTIVE,ARRIVED,false,0.000,0.000,false,0.000,-640.240,4.480,-218.043,0.000,-1.000,0.000,
1789507608.696,8094.457,0.000,nil,2.000,false,IDLE,ACTIVE,ARRIVED,false,0.000,0.000,false,0.000,-640.240,4.480,-218.043,0.000,-1.000,0.000,
1789507608.965,8094.727,0.000,nil,2.000,false,IDLE,ACTIVE,ARRIVED,false,0.000,0.000,false,0.000,-640.240,4.480,-218.043,0.000,-1.000,0.000,
1789507609.228,8094.989,0.000,nil,2.000,false,IDLE,ACTIVE,ARRIVED,false,0.000,0.000,false,0.000,-640.240,4.480,-218.043,0.000,-1.000,0.000,
1789507609.495,8095.256,0.000,nil,2.000,false,IDLE,ACTIVE,ARRIVED,false,0.000,0.000,false,0.000,-640.240,4.480,-218.043,0.000,-1.000,0.000,
1789507609.762,8095.523,0.000,nil,2.000,false,IDLE,ACTIVE,ARRIVED,false,0.000,0.000,false,0.000,-640.240,4.480,-218.043,0.000,-1.000,0.000,
1789507610.028,8095.790,0.000,nil,2.000,false,IDLE,ACTIVE,ARRIVED,false,0.000,0.000,false,0.000,-640.240,4.480,-218.043,0.000,-1.000,0.000,
1789507610.294,8096.056,0.000,nil,2.000,false,IDLE,ACTIVE,ARRIVED,false,0.000,0.000,false,0.000,-640.240,4.480,-218.043,0.000,-1.000,0.000,
1789507610.561,8096.323,0.000,nil,2.000,false,IDLE,ACTIVE,ARRIVED,false,0.000,0.000,false,0.000,-640.240,4.480,-218.043,0.000,-1.000,0.000,
1789507610.828,8096.590,0.000,nil,2.000,false,IDLE,ACTIVE,ARRIVED,false,0.000,0.000,false,0.000,-640.240,4.480,-218.043,0.000,-1.000,0.000,
1789507611.096,8096.857,0.000,nil,2.000,false,IDLE,ACTIVE,ARRIVED,false,0.000,0.000,false,0.000,-640.240,4.480,-218.043,0.000,-1.000,0.000,
1789507611.364,8097.126,0.000,nil,2.000,false,IDLE,ACTIVE,ARRIVED,false,0.000,0.000,false,0.000,-640.240,4.480,-218.043,0.000,-1.000,0.000,
1789507611.628,8097.389,0.000,nil,2.000,false,IDLE,ACTIVE,ARRIVED,false,0.000,0.000,false,0.000,-640.240,4.480,-218.043,0.000,-1.000,0.000,
1789507611.895,8097.657,0.000,nil,2.000,false,IDLE,ACTIVE,ARRIVED,false,0.000,0.000,false,0.000,-640.240,4.480,-218.043,0.000,-1.000,0.000,
1789507612.162,8097.923,0.000,nil,2.000,false,IDLE,ACTIVE,ARRIVED,false,0.000,0.000,false,0.000,-640.240,4.480,-218.043,0.000,-1.000,0.000,
1789507612.429,8098.190,0.000,nil,2.000,false,IDLE,ACTIVE,ARRIVED,false,0.000,0.000,false,0.000,-640.240,4.480,-218.043,0.000,-1.000,0.000,
1789507612.695,8098.456,0.000,nil,2.000,false,IDLE,ACTIVE,ARRIVED,false,0.000,0.000,false,0.000,-640.240,4.480,-218.043,0.000,-1.000,0.000,
1789507612.964,8098.725,0.000,nil,2.000,false,IDLE,ACTIVE,ARRIVED,false,0.000,0.000,false,0.000,-640.240,4.480,-218.043,0.000,-1.000,0.000,
1789507613.228,8098.989,0.000,nil,2.000,false,IDLE,ACTIVE,ARRIVED,false,0.000,0.000,false,0.000,-640.240,4.480,-218.043,0.000,-1.000,0.000,
1789507613.494,8099.255,0.000,nil,2.000,false,IDLE,ACTIVE,ARRIVED,false,0.000,0.000,false,0.000,-640.240,4.480,-218.043,0.000,-1.000,0.000,
1789507613.761,8099.522,0.000,nil,2.000,false,IDLE,ACTIVE,ARRIVED,false,0.000,0.000,false,0.000,-640.240,4.480,-218.043,0.000,-1.000,0.000,
1789507614.028,8099.790,0.000,nil,2.000,false,IDLE,ACTIVE,ARRIVED,false,0.000,0.000,false,0.000,-640.240,4.480,-218.043,0.000,-1.000,0.000,
1789507614.294,8100.056,0.000,nil,2.000,false,IDLE,ACTIVE,ARRIVED,false,0.000,0.000,false,0.000,-640.240,4.480,-218.043,0.000,-1.000,0.000,
1789507614.562,8100.323,0.000,nil,2.000,false,IDLE,ACTIVE,ARRIVED,false,0.000,0.000,false,0.000,-640.240,4.480,-218.043,0.000,-1.000,0.000,
1789507614.827,8100.589,0.000,nil,2.000,false,IDLE,ACTIVE,ARRIVED,false,0.000,0.000,false,0.000,-640.240,4.480,-218.043,0.000,-1.000,0.000,
1789507615.094,8100.855,0.000,nil,2.000,false,IDLE,ACTIVE,ARRIVED,false,0.000,0.000,false,0.000,-640.240,4.480,-218.043,0.000,-1.000,0.000,
1789507615.364,8101.125,0.000,nil,2.000,false,IDLE,ACTIVE,ARRIVED,false,0.000,0.000,false,0.000,-640.240,4.480,-218.043,0.000,-1.000,0.000,
1789507615.628,8101.390,0.000,nil,2.000,false,IDLE,ACTIVE,ARRIVED,false,0.000,0.000,false,0.000,-640.240,4.480,-218.043,0.000,-1.000,0.000,
1789507615.894,8101.656,0.000,nil,2.000,false,IDLE,ACTIVE,ARRIVED,false,0.000,0.000,false,0.000,-640.240,4.480,-218.043,0.000,-1.000,0.000,
1789507616.162,8101.923,0.000,nil,2.000,false,IDLE,ACTIVE,ARRIVED,false,0.000,0.000,false,0.000,-640.240,4.480,-218.043,0.000,-1.000,0.000,
1789507616.427,8102.189,0.000,nil,2.000,false,IDLE,ACTIVE,ARRIVED,false,0.000,0.000,false,0.000,-640.240,4.480,-218.043,0.000,-1.000,0.000,
1789507616.694,8102.455,0.000,nil,2.000,false,IDLE,ACTIVE,ARRIVED,false,0.000,0.000,false,0.000,-640.240,4.480,-218.043,0.000,-1.000,0.000,
1789507616.964,8102.725,0.000,nil,2.000,false,IDLE,ACTIVE,ARRIVED,false,0.000,0.000,false,0.000,-640.240,4.480,-218.043,0.000,-1.000,0.000,
1789507617.228,8102.989,0.000,nil,2.000,false,IDLE,ACTIVE,ARRIVED,false,0.000,0.000,false,0.000,-640.240,4.480,-218.043,0.000,-1.000,0.000,
